Column1,Column2
할리스커피 부산서면1번가점,부산광역시 부산진구 신천대로62번길 74
할리스커피 부산광안대교점,부산광역시 수영구 광안해변로 217 (광안동) 호메르스호텔 1층
할리스커피 부산광안해변점,부산광역시 수영구 광안해변로 251
할리스커피 부산경성대점,부산광역시 남구 용소로 7 청라빌딩
할리스커피 부산사상점,부산광역시 사상구 광장로 90
할리스커피 부산일광해안로점,부산광역시 기장군 일광면 일광로 352
할리스커피 부산대역점,부산광역시 금정구 부산대학로 29 네오스퀘어 107호
할리스커피 부산달맞이점,부산광역시 해운대구 달맞이길 199 알렉산더레스토랑
할리스커피 부산해운대점,부산광역시 해운대구 해운대해변로 277 다옴빌딩
할리스커피 부산경성대2호점,부산광역시 남구 수영로 306
할리스커피 부산백양대로점,부산광역시 사상구 백양대로 621
할리스커피 부산해운대비치점,부산광역시 해운대구 구남로 17 1~3층
할리스커피 부산대연점,부산광역시 남구 수영로208번길 15
할리스커피 부산광복동점,부산광역시 중구 광복로 73-2
할리스커피 부산금강식물원점,"부산광역시 금정구 장전동 521-68 1,2층"
할리스커피 부산수영로터리점,부산광역시 수영구 수영로 710-1 프라임메디컬 빌딩
할리스커피 부산교대점,부산광역시 동래구 명륜로 34 56-1
할리스커피 부산명륜역점,부산광역시 동래구 온천장로 5 1층
할리스커피 부산역사점,부산광역시 동구 중앙대로 206
할리스커피 부산동래역점,부산광역시 동래구 삼성대길 34-25
할리스커피 부산비프광장점,부산광역시 중구 비프광장로 31-1
할리스커피 부산중앙역점,부산광역시 중구 대청로 148 1~2층
할리스커피 부산다대포전망대점,부산광역시 사하구 다대낙조2길 85 케이프포인트상가 1층 할리스커피
할리스커피 부산대학교병원1호점,부산광역시 서구 구덕로 179 융합동 1층
할리스커피 부산아트몰링영풍문고점,부산광역시 사하구 낙동남로 1413 아트몰링 13층
할리스커피 동부산우체국점,부산광역시 동구 조방로 15 1층
할리스커피 부산명지국제신도시점,부산광역시 강서구 명지국제11로 57
할리스커피 부산대학교병원2호점,부산광역시 서구 구덕로 179 C동 부산대학교병원 암센터 1층
할리스커피 부산송도점,부산광역시 서구 송도해변로 61-1
할리스커피 부산정관CGV점,부산광역시 기장군 정관읍 정관중앙로 45 9층
할리스커피 김해국제공항점,부산광역시 강서구 공항진입로 108
할리스 커피,부산광역시 강서구 대저2동 2350-1
할리스커피 (상)장안휴게소점,부산광역시 기장군 장안읍 동해고속도로 26 장안휴게소상행
할리스커피 장안휴게소하점,부산광역시 기장군 장안읍 동해고속도로 25 장안휴게소하행
할리스커피장안휴게소점(하),부산광역시 기장군 장안읍 명례리
할리스커피 부산명지국제신도시점주차장,"부산광역시 강서구 명지동 "
빽다방 부산서면롯데점,부산광역시 부산진구 서면로 63-1
빽다방 부산광복로점,부산광역시 중구 남포길 25-6
빽다방 부산경성대점,부산광역시 남구 수영로298번길 9 시네마월드
센텀SH밸리점빽다방,부산광역시 해운대구 센텀동로 35 SH밸리 101호
빽다방 부산장산역점,부산광역시 해운대구 해운대로 814 세종월드프라자 A동 135호
빽다방 남포광장점,부산광역시 중구 비프광장로 13-1
빽다방 부산덕천역점,부산광역시 북구 덕천1길 6
빽다방 부산대역점,부산광역시 금정구 장전온천천로 51 테라스파크
빽다방 동래메가마트점,부산광역시 동래구 명륜로129번길 3 1층
빽다방 부산동아대승학점,부산광역시 사하구 낙동대로516번길 55 동아맨션
빽다방 부산화명코오롱점,부산광역시 북구 금곡대로285번길 19 리버사이드빌딩 102-2
빽다방 해운대역리베라점,부산광역시 해운대구 구남로29번길 32
빽다방 해운대역점,부산광역시 해운대구 해운대로 620 해운대 라뮤에뜨
빽다방 부산수영역점,부산광역시 수영구 수영로 707
빽다방 부산정관동오점,부산광역시 기장군 정관읍 정관7로 17-3 동오A타워
빽다방 서면영광도서점,부산광역시 부산진구 서면문화로 11-2
빽다방 부산반여대림점,부산광역시 해운대구 선수촌로 95 센텀대림아파트
빽다방 부산구남역점,부산광역시 북구 백양대로 1038
빽다방 부산장림점,부산광역시 사하구 장림번영로103번길 5
엔제리너스 부산아이온시티점,부산광역시 부산진구 서면로 74 아이온시티
엔제리너스커피 부산주례점,부산광역시 사상구 주례로10번길 110
엔제리너스 부산신모라점,부산광역시 사상구 모라로 98-9 OK삼겹살감자탕
엔제리너스 부산덕천점,부산광역시 북구 덕천1길 24
엔제리너스 부산서면점,부산광역시 부산진구 중앙대로692번길 16 CGV대한
엔제리너스커피 부산수정역DI점,부산광역시 북구 금곡대로 201
엔제리너스부산당리점,부산광역시 사하구 낙동대로 433
엔제리너스 부산사상역점,부산광역시 사상구 광장로 79
엔제리너스 부산대변항,부산광역시 기장군 기장읍 기장해안로 560-4
엔제리너스 부산온천점,부산광역시 동래구 온천장로 91
엔제리너스 롯데시네마광복점,부산광역시 중구 중앙대로 2 8층
엔제리너스 부산역점,부산광역시 동구 중앙대로 197
엔제리너스커피사상점,부산광역시 사상구 사상로 220
엔제리너스부산개금대도빌딩,부산광역시 부산진구 가야대로 494
엔제리너스 부산범내골역점,부산광역시 부산진구 중앙대로 627 삼비빌딩
엔제리너스커피시청점,부산광역시 연제구 시청로 32
엔제리너스 부산온천천점,부산광역시 동래구 온천천로 361
엔제리너스 부산재송점,부산광역시 해운대구 재반로 116
엔제리너스 서면일번가점,부산광역시 부산진구 서면로 40
엔제리너스 부산엄궁점,부산광역시 사상구 낙동대로 702
엔제리너스커피부산만덕점,부산광역시 북구 덕천로 313
엔제리너스 부산역광장2호점,부산광역시 동구 중앙대로214번길 3-2
엔제리너스커피부산미남역점,부산광역시 동래구 아시아드대로 234
엔제리너스 부산태종대점,부산광역시 영도구 태종로 820
엔제리너스보수점,부산광역시 중구 대청로 71
엔제리너스 영도동삼점,부산광역시 영도구 절영로 554
엔제리너스 롯데백부산식당가점,부산광역시 부산진구 가야대로 772 롯데백화점 부산본점 9층
엔제리너스 사직야구장점,부산광역시 동래구 사직로 45
엔제리너스 부산문현점,부산광역시 남구 수영로 46-1
엔제리너스 부산개금점,부산광역시 부산진구 복지로 70
엔제리너스커피 롯데시네동래점,부산광역시 동래구 중앙대로 1393
엔제리너스 부산남천비치점,부산광역시 수영구 광안해변로 29-1
엔제리너스 부산두실역점,부산광역시 금정구 중앙대로 1942
엔제리너스 롯데시네부산점,부산광역시 부산진구 가야대로 772 10층
엔제리너스 부산송도점,부산광역시 서구 송도해변로 65
엔제리너스 롯데시네센텀시티TO점,부산광역시 해운대구 센텀남대로 59 8층 롯데시네마 내
엔제리너스 부산동의의료원점,부산광역시 부산진구 양정로 62 동의의료원 1층
엔제리너스 롯데시네부산사상점,부산광역시 사상구 사상로 201 서부시외버스터미널
엔제리너스 부산중앙점,부산광역시 중구 충장대로13번길 9 해양빌딩
엔제리너스 부산서동점,부산광역시 금정구 서동로 168 송월빌딩
엔제리너스 김해공항점,부산광역시 강서구 대저2동 2551-86
엔제리너스 롯데백광복스카이파크점,부산광역시 중구 중앙대로 2 13층
엔제리너스 해운대마린시티점,부산광역시 해운대구 마린시티3로 51 201호
엔제리너스 사상르네상스호텔점,부산광역시 사상구 광장로 60
엔제리너스 센트럴병원,부산광역시 북구 만덕대로 37
엔제리너스커피 홈플러스해운대TO점,부산광역시 해운대구 해운대해변로 140 해운대홈플러스
엔제리너스 김해공항국제선점,부산광역시 강서구 대저2동 2350-1
엔제리너스 롯데아울렛동부산1층점,부산광역시 기장군 기장읍 기장해안로 147 롯데몰동부산점 1F
엔제리너스커피 홈플러스부산반여TO점,부산광역시 해운대구 선수촌로21번길 37
엔제리너스커피 롯데키즈마트부산TO점,부산광역시 부산진구 신천대로 241
엔제리너스 홈플러스서부산점,부산광역시 사상구 광장로 7
엔제리너스 가덕휴게소점,부산광역시 강서구 거가대로 2571
엔제리너스 롯데아울렛동부산3층점,부산광역시 기장군 기장읍 기장해안로 147
탐앤탐스커피해운대비치점,부산광역시 해운대구 해운대로570번길 55
탐앤탐스 해운대마린시티점,부산광역시 해운대구 마린시티3로 51 더샵해운대아델리스
탐앤탐스 블랙 달맞이점,부산광역시 해운대구 달맞이길 213 1~3층
탐앤탐스 연산점,부산광역시 연제구 월드컵대로 125
탐앤탐스 부산하단점,부산광역시 사하구 하신중앙로 350 덕천빌딩
탐앤탐스 해운대장산역점,부산광역시 해운대구 해운대로 793 부산자생한방병원 1층
탐앤탐스 광안리오션브릿지점,부산광역시 수영구 광안해변로278번길 42 오션브릿지
탐앤탐스 부산문현점,부산광역시 남구 전포대로 18
탐앤탐스탐스커버리 중앙점,부산광역시 중구 광복로97번길 26-2 1층
탐앤탐스커피부산사상점,부산광역시 사상구 사상로 200
탐앤탐스,부산광역시 중구 구덕로 41
탐앤탐스커피부산명지오션시티점,부산광역시 강서구 명지오션시티4로 84
탐앤탐스커피부산송도해수욕장점,부산광역시 서구 송도해변로 57
탐앤탐스커피부산동의대점,부산광역시 부산진구 엄광로 176
탐앤탐스 부산태종대점,부산광역시 영도구 태종로 825
탐앤탐스 양정파드점,부산광역시 부산진구 중앙대로 962 1층
탐앤탐스 김해공항점,부산광역시 강서구 공항진입로 108
탐앤탐스 부산KTX역사점,부산광역시 동구 중앙대로 206
커피베이 가야공원점,부산광역시 부산진구 가야공원로 61
커피베이 기장점,부산광역시 기장군 기장읍 차성동로 110-8 1층
커피베이 연산점,부산광역시 연제구 거제천로230번길 70
커피베이 부산금정점,부산광역시 금정구 중앙대로 1799 1층 구서유림노르웨이아침아파트
커피베이 모라점,부산광역시 사상구 모라동 1344-4
커피베이 화명동점,부산광역시 북구 학사로 122-18
커피베이 부산명장점,부산광역시 동래구 반송로 335 커피베이
커피베이 부산사직점,부산광역시 동래구 아시아드대로146번길 4
커피베이 부산만덕점,부산광역시 북구 덕천로276번길 60 상가동 1층 108호
커피베이 부산대연롯데캐슬레전드점,부산광역시 남구 진남로 131-1 1층 커피베이
커피베이 부산양정점,부산광역시 부산진구 거제천로40번길 26
커피베이 김해공항점,부산광역시 강서구 공항진입로 108 국내선터미널 격리대합실 2층
커피베이 동대신점,부산광역시 서구 보수대로 221-1 1층 커피베이
커피베이 부산교대점,부산광역시 연제구 교대로 13
커피베이부산삼성여고점,부산광역시 사하구 감천로 47
커피베이 부산거제점,부산광역시 연제구 아시아드대로46번길 41
커피베이동부산대점,부산광역시 해운대구 윗반송로51번길 99
커피베이 대신점,부산광역시 서구 대영로38번길 11
커피베이 부산범어사점,부산광역시 금정구 청룡예전로 5
커피베이부산화명롯데카이저점,부산광역시 북구 금곡대로 166
달콤커피 서면동보프라자점,부산광역시 부산진구 중앙대로 704 서면동보프라자 2층
달콤커피 부산대점,부산광역시 금정구 금정로60번길 20
달콤커피 부산동래점,부산광역시 동래구 동래로19번길 2 온천빌딩
달콤커피 부산송도케이블카점,부산광역시 서구 송도해변로 171
달콤커피 경성대CGV점,부산광역시 남구 수영로 305 스파크 지상 5층 528호 (대연동)
커피에반하다 부산황령대로점,부산광역시 부산진구 황령대로 17
커피에반하다 부산해운대점,부산광역시 해운대구 해운대로 814 세종월드프라자
커피에반하다 부산국제신도시점,부산광역시 강서구 명지국제8로 245
커피에반하다 부산장림점,부산광역시 사하구 다대로 259
커피에반하다 부산다대포점,부산광역시 사하구 다대로 704
커피에반하다 부산신장림역점,부산광역시 사하구 다대로 314
커피에반하다 부산괴정점,부산광역시 사하구 사하로 183 협성휴포레
커피에반하다 부산대 커반24,부산광역시 금정구 금강로 231
커피에반하다 부산신평점,부산광역시 사하구 장평로 303
커피에반하다 부산학장점,부산광역시 사상구 대동로 156
커피에반하다 연산파크시티점,부산광역시 연제구 신금로 25
커피에반하다 부산정관신도시점,부산광역시 기장군 정관읍 정관로 569
커피에반하다 부산사직점,부산광역시 동래구 사직로 8 사직역 삼정 그린코아 더베스트1차
커피에반하다 부산화명점,부산광역시 북구 화명신도시로 234-1
커피에반하다 부산광복로데오점,부산광역시 중구 남포길 43
커피에반하다 부산기장점,부산광역시 기장군 기장읍 기장해안로 98 판타지오 스퀘어A 117호
커피에반하다 부산금사점,부산광역시 금정구 금사로 76 103호
커피에반하다 부산행복한병원점,부산광역시 부산진구 봉수로 18
드롭탑 남포점,부산광역시 중구 중구로 16-1
드롭탑 송도해수욕장점,부산광역시 서구 암남동 589-1 송도 풍림아이원 상가 102호 (바닷가쪽 도로)
드롭탑 부산부전동점,부산광역시 부산진구 중앙대로 747 그린메디컬센터
드롭탑 부산정관점,부산광역시 기장군 정관읍 정관7로 17-3
드롭탑 하단아트몰링점,부산광역시 사하구 낙동남로 1413
드롭탑명지점,부산광역시 강서구 명지국제11로 47
드롭탑 부산국제여객터미널점,부산광역시 동구 충장대로 206 2층
드롭탑동부산관광단지점,부산광역시 기장군 기장읍 기장해안로 128
카페드롭탑 드롭탑부전점,부산광역시 부산진구 중앙대로 747 1층
드롭탑부산BIFC점,부산광역시 남구 문현금융로 40
드롭탑 부산역사점,부산광역시 동구 중앙대로 206
카페드롭탑 드롭탑명지국제신도시점,부산광역시 강서구 명지국제11로 47
드롭탑 부산프리미엄아울렛점,부산광역시 기장군 장안읍 정관로 1133 신세계프리미엄아울렛 2층
카페드롭탑 드롭탑부산동아대점,부산광역시 사하구 낙동대로550번길 24
